filename,audio_only_prediction,video_only_prediction,audio_video_prediction
keine_0051-1242,Auch im Unternehmen die Unternehmung.,"""Stummt, viele Liebst.""",Auchschulen keiner Unternehmen.
keine_0053-1255,"""Wie, keine, keiner Weser.""",(Applaus),Das ist keine: Wes.
keine_0055-1269,Das sind keine Weit.,(Applaus) Einwandfreich!,Das sind keine Weich.
kein_0119-1642,Keinn Du doch kein Grehkrade.,Level noch die Never.,Keinen wir auch kein Demokrat.
kein_0153-0046,Dreiß!,Welmand wird nicht mehr hin?,Dalstalt!
kein_0143-0018,Das ist keinen Agrei.,(Applaus),Das ist keinen Agrap.
kein_0176-0108,Es ist kein All.,(Applaus),Es ist kein All.
kein_0173-0100,Das ist doch kein Einein.,Das war der noch ein Land.,Das ist doch kein Eingriff.
kein_0167-0082,"""Das gibt es kein Keinkinden.""",Was ist der Verschalbt in Rot.,"""Das gibt es kein Patin."""""""
kein_0222-0262,Und zu bringen.,"""Orgen Sie zu bringen, so zu bringen.""",Und zu bringen.
kein_0255-0342,Das ist noch kein Ohle.,Vielen Dank.,Das sind noch kein Ohle.
kein_0262-0361,Das ist kein Fält gehent.,Vielen Dank.,Das ist kein Fällt gehaben.
kinder_0022-0393,Das sind der Lunde gekindern noch.,(Applaus),Das sind der Lundert.
kinder_0041-0416,Sie sitzen Tage.,(Applaus) (Musik),Sie sitzen Tage.
kein_0293-0470,"""Der Holks, da gibt es kein Bundes Land.""",Was nunvt zu einem Ziephone?,"""Der Häusen, da gibt es kein Bundess."""
kinder_0046-0435,Liegt auch nicht?,(Applaus),Liegt auch nicht?
kinder_0052-0449,Alle kennen hein.,Hoh!,Alle kennen alle einen Ochen.
kinder_0082-0478,Sie sind also die Kinder bekommen.,Also hobob himmen Dank im Hass.,Sie sind viele Kindern von den Kinder gekommen.
kinder_0089-0507,Das ist unsere Kinder.,So ist hoboter.,Und unsere Kinder weiter.
kinder_0105-0523,Das ging auspenote aus uns.,(Applaus),Das ging aus der Kinder.
kinder_0160-0604,Das ist die Kinder.,(Applaus),Das ist die Kinder.
kinder_0122-0548,Der Kind ist zu von uns.,Vielen Dank.,Der Kinder ist der Kinder.
kinder_0109-0540,B. Für verginnen!,Der Dinge von von nicht von Ihnen von Hunder die von,Für verginnt für verginnen.
klar_0144-0033,Das ist klar klar.,Das ist alle Lin.,Das war klar einen muss.
klar_0147-0049,Auch klar.,"""Berte schön, gernüberen.""",Auch klar.
klar_0154-0097,Was war klar.,Natmerdruck ich so ein paar.,Wa klar?
klar_0161-0113,Das ist ein total.,Le schön wird die Hefen nichtsländerger?,Das ist eigentlich klar: Was das?
klar_0206-0239,Das ist uns allen Klaß sein.,(Applaus),Das ist ein trit sein.
klar_0222-0264,Ganz klas ist der guer.,Vielen Dank.,Ganz klas.
klar_0252-0333,Eines Plakaetz das.,Vielen Dank.,Eines Plak ziel.
klar_0258-0342,"""Weld, klar, cott es rangrei.""",Das ist der Lasse still.,Das war der Lohn.
klar_0264-0359,Wofand 'ruar glaube.,Das ist ein interessantes Thema.,Wom Hord da wird.
klar_0300-0423,Das sind sehr heraus.,"""(Er, gegen die Hände.""",Und seh klar rausgehaust.
koalition_0000-1122,Deit der Kohlitionen.,Vielen Dank.,Deit der Kohlition bleibt.
koalition_0005-1128,Kann der Kohlektion aus.,Was nun hatten wir uns vorhinsamen.,Pitt der Kolektion auszugolen.
koalition_0005-1129,Man Kründigen Kollationverkünt.,"""Belduert aber nicht newolieren, ohne O",Kründigation vorqualen.
koalition_0008-1130,In der Quaalation.,Vielen Dank.,In der Koalation.
koalition_0009-1133,Der Voralle Lektionen.,Also nun holen Rot.,Der Koalation.
koalition_0009-1132,Diese Koalation.,Über liebten in den Drone Zogen oder,Diese Koalation.
koalition_0043-0123,Das ist die Kohle-Seit.,Ich kriegen die Hochkuss kurz.,Das sind die Kohlenhtion aussehen.
koalition_0018-1154,Diese Kolation für den Zahlen.,Das funktioniert auch nicht die Kontzung vorhin.,Diese Goalation für den Ziel.
koalition_0046-0125,Und Kont colezion hier.,Und die können es schon toten auseinander bringen.,Und Kolezolektioniert.
koalition_0091-0180,Lon den Kultur.,Sie können nicht gut.,Und Der letzte Kreuation.
kollegen_0033-0745,Sie haben Kategen.,How!,Wir haben Kategen.
kollegen_0023-0701,Ihr könnt es nicht vorlegen.,"""Es sind die Konduktieren, gelohnen.""",Und Koringen.
kollegen_0065-0871,"""Klasst sie ein Collegen, Kollegelegen.""",Wir kriegen die Glein.,Wer ist ein Kollegen.
kollegen_0071-0897,Wir sind ein Kollegen.,Vielen Dank.,Wir sind ein Kollegen.
kollegen_0089-0967,Wir über den Kollegen und Kollegen an den Schschuldigen.,(Lachen) (Musik),Urgendwolegen collegen.
kollegen_0090-0969,(Applaus),(Applaus),(Applaus)
kollegen_0092-1010,Wer ist die Kollegen.,Vielen Dank.,Wer ist die Kollegen.
kollegen_0091-1004,"""Man sieht ein Kollegen, das?""",Wir sind nun die mussels.,Ich will im Kollegenbollegen Bonden.
kollegen_0113-1120,Vohr von dem Kolleg?,Vielen Dank.,Vommen Kollegenweise.
kollegen_0114-1124,"""Köse, da Kollegelegen fällen.""",Vielen Dank.,Wir haben die Kollegen.
kollege_0028-1076,Meine Damon und Herren.,Weil alle drei Lundeel?,Meine Damt und Nachonen.
kollege_0038-1198,(Applaus),(Applaus) (Musik) Hallo aller!,(Applaus)
kollege_0048-1273,Das ist unverlegt.,Vielen Dank.,Das ist unverlegt.
kollege_0049-1286,Von -- Kollegewarte.,Vielen Dank.,Kolle Kollegenhyrken].
kollege_0056-1317,VerDer Lehrkollegen.,Vielen Danke nur noch grinüne die Welt wegen.,Der Lebe-Kollegeweise.
kollege_0070-1404,(Englisch) Vielen Dank.,Das ist der Heidsamkeit.,"""(Englisch) """"Jam Dankher, viel uns auch viel."""
kollege_0082-1456,Das ist von der Kollegen.,(Applaus),Das sind die Kollegen.
kollege_0084-1473,Hier ist auch ein Kollegen.,Vielen Dank.,Hier können ich ein Kollegen.
kollege_0095-1566,Sie sind gleichlegt.,Das machen Sie damit?,Sie fliegle-Kolle].
kollege_0106-1708,D. h. Werbtogubie.,(Lachen) (Musik),Das sind ganz gut.
kolleginnen_0024-0432,Auche Kollegen.,(Lachen) (Musik),Auche Kollegen.
kolleginnen_0044-0478,Hier wir Kollegegen cegen.,Das sind die Hollelen hoch.,Diese Kollegen Kollegen college.
kolleginnen_0056-0518,"""Halloe, Hevoolen.""",Was ist die Kontakule hier vorwohnen.,Meine Mökollegen coollegen.
kolleginnen_0067-0540,Liebe Kollegen.,Es gibt man die Grunkussion.,Liebe Kollegen -- Kollegekollegekolle.
kolleginnen_0106-0681,"""(Englisch) """"Wollan"""".""",Vielen Dank.,"""Die Jolländeohin, üllegen."""
kolleginnen_0069-0546,Der Holline-Kolile.,(Applaus),Der Hohline-Kolien.
kolleginnen_0121-0724,Eine Kolegegen unserer Kole.,"""Das ist die Koleint, lecht das Rulling.""",Eine Kollegen und Kollege.
kolleginnen_0129-0751,Das sind Kollegerin mit College.,Das ist der Hollel.,Das macht Collegerint Kollege.
kolleginnen_0135-0771,(Applaus) Fan sehr sehr verehrten.,"""Ganzer, Gelbreitet.""",Meine sehr verehrten gut.
kolleginnen_0145-0796,Das ist überlegt.,Ich habe mohlen zu tun.,Das ist die Kollegen.
kollegin_0027-0496,Hatat an Kollegenbar in Golpa.,Wir sind die Wruppen in Opentation.,Hat hatte auch ein Kollegen Golpa.
kollegin_0044-0544,Mit Zanjollegen Kregelen.,"""Reht man nicht reden, wällt es gr",Man kann ich an die Kollegen fäßen.
kollegin_0061-0620,"""Ah, so gute euch, oder ich es dann getrück","""Das ist nur ein Höbieren, die ich im Munkum.""","""Ah, sorche ihr, bitte ich ja staute."""
kollegin_0092-0724,Dann war die Kollege vorkurder.,Was ist die Kondakulation gehirt.,Aber die Kollegen aber die Kollegen.
kollegin_0093-0731,"""Das ist auch ein Polge, gegüleget, oder?""",Da muss man nicht im Klibieren?,Wir war ein Fallegen Mülllegen.
kollegin_0067-0631,Der Follegen hat Allegen in Erwollegen.,"""Ohn, dahin, ohne Ihnen unten: Naive",Der Frikullegen von den Jullegen.
kollegin_0095-0739,Das ist tolle gehen wir es collig in.,(Applaus),Er ist tolle gehen wir investlich.
kollegin_0113-0801,"""ScholiMe die Kollegen, wie die Collegin ge",(Applaus),"""ScholiMe die Kollegen, wie die Collegin ge"
kollegin_0129-0832,(Applaus),(Applaus),(Applaus)
kollegin_0116-0812,Auch guckt genau die Clauen gegangt.,Das ist der Leute als ein diesen Sänderentleganisen.,Auch ich auch jeden anderen nach.
kommen_0034-0702,Das funktioniert ganz gut.,(Applaus),Das funktioniert ganz gut.
kommen_0026-0655,Das ist mund.,"""All, Gerbot.""",So müssen so t.
kommen_0034-0704,Fankrei ist die Ankreis kommt.,Vielen Danke Menschen hekundlich.,Anteil ist die Anteils kommt.
kommen_0036-0714,(Applaus) Dank kommunen wir.,(Applaus),(Applaus) Dank kommunen wir.
kommen_0042-0737,"""Wied zu kommunen, weil wir uns tra","""Ich bin ungefähr, die hoch an Rot.""","""Es geht nicht, wie uns."""
kommen_0054-0794,Das kommen wir noch zu einem.,"""Was kann ein paar großen tun, können sie auch nicht machen.""",So kommt wir noch zu einem.
kommen_0075-0872,Was muss der das?,"""(Applaus) Wohlt, nicht zum schön.""",Was muss der Lasse?
kommen_0077-0876,"""Wer, weil es mit dem Kopen.""",Wohne Rochen.,Winzu kommen zu kommen.
kommen_0123-1074,Also Menschen kommen hoche.,"""Also sind normbar.""""""",Also Menschen kommen auf uns zu.
komme_0062-0243,"""Wied, ob Sie.""",(Applaus),"""Wied, ob Sie."""
kommen_0121-1068,Der Zeitung kommen wir gegen.,"""Hoch interessant, dass es nicht so groß kurzen gibt.""",Der Heidung kommun.
komme_0050-0230,"""Er geht nicht, ich kann Ihnen vielleicht.""",Was nun hatten Sie die Ober?,"""Er geht er nicht, wie man gleich."""
komme_0101-0287,(Applaus),Vielen Dank.,(Applaus)
komme_0113-0315,(Applaus),(Applaus) Wohl.,(Lachen)
komme_0116-0319,Ich komme sehr auch grinsen.,"""Tats, dann tropfle-Berban auf.",Ich kommen mit sehr aber aus.
komme_0119-1072,Das ist ganz.,( hoboter) Hallo allerk!,(Lachen) Und.
komme_0128-0333,Warum von Bolge aber sie haben?,Wer wollen man nicht?,"""Klickerst sie haben?"""
komme_0166-0391,Manmal Kaum und sagen.,Sie sind auch die anderen Koop-Azies.,"Meine Frau kommen wir: """"Imme kommern."""""
komme_0167-0394,Warum gehen wir zum Schlussum.,So melde Menschen hunder.,Also dren wir zum Schluss.
kommt_0030-0353,So hat mich so ein Kommuns.,"""Roche Menschen, ob ihr schon nichtsländermt.""",So hat ich so ein Kommun.
komme_0188-0422,"""Klar, da haben wir, komme.""",(Applaus),"""Klar, da haben wir mit dem Kommer."""
kommt_0038-0375,(Lachen) Danke schön.,"""Ich bin einfach, darferschöne, ein Schellt.""",(Lachen) Danke stellt.
kommt_0038-0378,Und seiten der Menschen begrüpft.,Ich nehmisch: Vorhören!,Das ist der Menschen.
kommt_0041-0386,So kommt mir einfach?,(Applaus),Das kommt mir einfach?
kommt_0046-0408,Zu uns kommt tatsächlich hier?,So wird man nicht?,Zu uns kommt tatsächlich nicht.
kommt_0092-0538,(Applaus),Vielen Dank.,Er miten Sie jetzt gewinnt.
kommt_0091-0535,Dazu kommen auch.,"""Wer, hooptauere-Horher.""",Dazu kommen auch nicht.
kommt_0064-0450,"""Wiegt, wie kompliziert denn die Augen?""","""Schond wie noch normlich leganda?""""""",Wie kommt denn das?
kommt_0096-0554,Sie flicken auf.,Wer wird vernorkent sein?,Sie flicken kompflick kommt.
kommt_0098-0560,Die wissen wissen das auch.,"""Kommunity, unlun Re lutzt im Ju",Das kommt nicht aus dem Son.
kommunalen_0022-0097,"""Wied, kommunacht regal.""",Vielen Dank.,Das ist kommunanein entstand.
kommunalen_0026-0109,Somit die Kommonik ritt.,(Applaus),Somond sind die kommuntan.
kommunalen_0044-0117,Auch der kommunalen.,"""Ohon, oben und Norme-Ta sind.""",Auf der kommonalen Iben.
kommunalen_0083-0150,"""Weld, kommunal.""",Der Kommunikation von denen Todriken.,"""Woll, kommunal."""
kommunalen_0087-0157,"""Er, da komulal.""",Ich habe grobrikanterweise.,Dann haben ich hier auf.
kommunalen_0088-0159,Von von der Komonalen.,Vielen Dank.,Das fand kommunal sein.
kommunalen_0160-0244,Die Kommonal.,Was hoch geht man das?,Sie sind die komonalen.
kommunalen_0145-0206,Sie war Karls.,"""Das ist auch sehr: Wohr leißt, machlich",Kaißt erst.
kommunalen_0160-0250,"""Ganzte, komonares ist.""","""Es sind würut, die grüpflich.""",Hier kommunalen selbst.
kommunalen_0195-0329,Das ist ungefähr im Gein.,Vielen Dank.,Das war ungefähr.
kommunen_0028-0445,"""Die alles tun, was Sie.""",Eine gebrochen wir lechte Bolen.,Kalles gucken passiert.
kommunen_0053-0570,Für die Kommonieren helfen.,Hoch.,Für die Kommonieren hält.
kommunen_0042-0493,An 'n ohne Monate lassen.,Land ihr rum los aus Rotert.,Angen die komonder alslassen.
kommunen_0057-0609,Un ohne Kommunen.,"""Es gibt nicht nur im Odenfliegenden, sondern grüne",Un komdiomunen Finanz.
kommunen_0071-0629,Wir wollen die Kommonen weiter.,Also nunm de Monate lesen ohne Wanter,Wir wollen die Kommonen weiter.
kommunen_0071-0642,"""Wen kümmun, ist?""",(Applaus) Wund.,"""Den kont, ist?"""
kommunen_0092-0777,Sie sind ungefähr.,Loch im muster rennen.,Sie sind die Kommunen.
kommunen_0084-0716,"""Wiemone sind """"Konklassen.""""""",Sie können nicht pronider von einer Olrentweit.,Sie sind also kommunen.
kommunen_0145-0920,Und der Kombohnen.,(Applaus),Und der Kombohnen.
kommunen_0166-1120,Auch für die Kommunika.,Was ist die Kontakunde-Asens sein?,Auch für die Kommun haben.
kosten_0007-1179,Der Namen ist die 10.,Das ist ungefähr im Hoch.,Auch das Name in diesen 50.
kosten_0015-1199,Sie sind die Kosten.,Danke schön.,Sie kosten im Kosten.
kosten_0045-0218,Sie sind 18.,Er kann draulich trinnen.,Sie 4000 Min.
kosten_0082-0258,Liemand kosten für den Kosten.,Was ist der HAbhas?,Und kosten für das kosten für das Cen.
kosten_0117-0315,SH: Und nicht glücklich.,Und heute sind wir damit in diesem Leben.,SH: Und nicht glücklich.
kosten_0117-0318,Man macht man die Kosten der Energie.,(Applaus),Man macht man die Kostenr?
kosten_0141-0337,Und kosten im Schein.,Ich trotz Ziemlich m.,Und kosten im Schein.
kosten_0172-0373,Der Allen auf ihnen.,(Applaus),Wal kosten auf.
kosten_0186-0388,Werben die Kosten in dem Regeln.,Kenauen Sie das hinten Zennen die grunden,Wer sind die Kosten kosten Energie?
kosten_0278-0472,Das sind Leute?,"""Das sind ganz treulich.""",Das ist nun?
kurz_0145-0019,Das ist kurz kurz im Glück.,Der gucken uns im großen Rotbluchen in die Mo,Das ist kurz um Bützung.
kurz_0147-0026,Quam Kuasicual.,(Applaus) Der Oldfolen Todel in Rot,quasi kocht vorduren.
kurz_0153-0033,Woher auch kurz zu toten.,"""Nier, gerundlichs hoch.""",Woher auch kurz vertogisch.
kurz_0165-0045,Die Zeit kurz gut.,"Lebeld loswendigen an der Unt, setzt",Auch im Zu kurz.
kurz_0205-0086,Sein kurz kurz vorholt.,Also nun die Ghrsion im Unternehmen im neuen.,Sein kurz kurz.
kurz_0236-0108,Ihr könnt kurz vorher.,Und nun ohne Vorhindlich vorhin.,Sie haben kurz vorher.
kurz_0243-0115,Stellen Sie sich kurz.,(Applaus),Spermand war die kurz.
kurz_0305-0175,Denn Dank.,Was geht man nicht?,Denn mal kurz.
kurz_0293-0165,Das ist ein kurzes.,Lachterd ruhig) Wenne ich ihn?,Das ist ein kurzer Wählen.
lage_0001-0717,Alles haben?,Das sind der Holuh gehaben.,Alles haben?
kurz_0314-0184,Gleicherd du auf dem Aufmerk.,Hat er Kommt in die?,Vielleicht auch du ein bisschen zum Aufwie.
lage_0013-0731,Das ist die Lahle gestählen.,(Applaus),Das sind die Lage wird.
lage_0154-0017,Wir sind der Lage.,(Lachen),Ich bin der Lage.
lage_0154-0018,"""Das ist wand sich, mache.""",(Echt!,"""Schont sich das, machemand."""
lage_0166-0029,Sie werden die Lage versetzen.,Vielen Dank.,Sie werden die Lage versetzt.
lage_0181-0044,Hier ich eine Lagelage also 5.,Vielen Dank.,Der Lockan der Lager.
lage_0188-0052,Der Lage ist deinter.,(Applaus),Der Lal ist lagehmun der dein.
lage_0194-0062,In den Frage kommen.,Dann los!,In den Lage kommen.
lage_0243-0100,Das ist die Lärger.,(Lachen) (Musik),Das ist die Lärger.
lage_0247-0106,Hier ist die da befahr!,"""(Englisch) Heißen, mache.""","""Er ist die Anlage, cot!"""
landesregierung_0025-0824,So ist ein freies Regtion.,(Applaus),So ist ein freies Region.
landesregierung_0046-0931,Der Landschaftende Gen Land.,Vielen Dank.,Der Land ist die Lande Erkierung.
landesregierung_0026-0834,Der Landes Enktion.,(Applaus) Wohl!,Der Landes Engierung.
landesregierung_0053-0994,"Sie lernen, des Regierung.",(Applaus),Die Landes Regierung.
landesregierung_0048-0945,"""Ich grohnendes Mewoch.""",(Applaus),Ich fuhren an ders Regierung.
landesregierung_0055-1006,"""Für die Land, die das ist.""",(Applaus),Für die Landen Sie sich.
landesregierung_0056-1012,Wie lernt die Landes Regtion?,Das sind die Linselgelohnen.,Wie lernt die Landes Rawen damit.
landesregierung_0084-1138,Das ist ein trankische Land.,Wochte schön im Kontakenen.,Hier ist es schon Land.
landesregierung_0091-1173,Für die Landes Regierung.,(Applaus),Für die Landes Regierung.
landesregierung_0092-1189,"""Kein, eine mise Bripen.""",(Applaus) (Musik),"""So, eine kleine Strehrung."""
landes_0003-1833,Lass das Landes Land.,"""Bot in den Lande Lote an, in den Landen Leute.""",Mit wird ein Landes in Frage.
landes_0021-1240,Das ist ein chan.,Vielen Dank.,Sie sind in [es] vorhin.
landes_0076-0422,Lass uns das Stlam.,(Applaus),Lass uns das Stlam.
landes_0103-0482,"""Da, wir haben klare Testlich.""",Was meinen Dank.,Das haben uns hier nicht.
landes_0135-0505,Liefand das Landes.,Vielen Dank.,Sie suchen das Landes.
landes_0167-0572,Wir ist ungefähr.,Vielen Dank.,Sie ist unsere Leute.
landes_0197-0618,Sie sind liebens.,Das sind Kapen in diesen Ziesen und landet hoch,Jedes Landes ist Leben.
landes_0215-0654,Und so ist die Land.,(Applaus),Und das Landes muss net des Erde.
landes_0247-0688,Das war nicht in diesem Richt.,Der Holländer würde) die Lösung nicht mehr an.,Das war von diesem Bild.
landes_0250-0689,Wir haben unseres Landes.,Welte Rundert geändernlich.,Wir haben unseres Landes.
landtag_0036-0343,Sie sind ein paar Tag.,Das war der letzte?,Sie sind ein Lander.
landtag_0027-0294,"""Der Holante-Andar, der taten.""",Wolle die Kritik an Notsländepp?,"""Der Homkan wurde der Lande, trag diesemit"
landtag_0061-0386,Sie sind im Landag sich gehabt.,(Applaus),Sie sind im Landag sich gehaben.
landtag_0079-1656,Das ist ein Landes.,Wer tats allendlich?,Das war ein Landag.
landtag_0079-1658,Sie werden Land mit einem Land.,(Applaus),"""Wiem Land, im Landen Dank."""
landtag_0084-0438,Hier sind wir am Land geben.,(Applaus),Diese hier haben die Land nachgeben.
landtag_0128-0533,Saben Tag.,(Applaus),Das Landag.
landtag_0114-0492,Hier ist Sie ein Landes Tag drank.,(Applaus),Hier ist Sie ein Tages Tag drank.
landtag_0138-0548,Sie ist ein Landes Land.,Sie Vielen Danke nicht mehr.,Sie hat Nachisch.
landtag_0143-0557,"""(Englisch) """"Am her, here Aben",Vielen Dank.,Das war tritt der Abenther.
land_0147-0053,Das sind lechten Jahr weiter.,Was nun hatten die alle?,Nächst Januaren weiter.
land_0147-0055,Das hat mich vom Land.,Woment man magieren wo?,Das fand mit diesem Land.
land_0161-0121,Unsere Mand in unserem Land in der Welt.,(Applaus),Unsere Blant in der.
land_0161-0124,Wir haben Sie uns erleinen.,Vielen Dank.,Wir haben unser Lein.
land_0154-0088,Oder recht das Land von einem Mus.,Woher seidt an einem?,Wir wurde das Land sinnen muss.
land_0162-0155,Menschen sind zum Land Arbeit.,Also nun die ein Beispiel lechtigen an die Arbeit bei.,Die Klingen arbeiten Arbeit.
land_0166-0195,Das ist so beginnet.,"""(langlisch) """"geinachtaglingen.""","""(Lachen) """"So beginnet."""""""
land_0183-0280,Das ist das Land nicht mehr.,(Applaus),Dieses Ihr ist das Land treffen.
land_0187-0306,Da sind wir nicht mehr.,(Applaus),Da sind wir nicht mehr.
land_0189-0337,Wollen wir einen Land.,Haben wir haben wir ein Herzern.,Währen wir ein Lander.
lange_0026-0206,"""Der Häuse ist doch lang nicht mehr.""""""",( hoboter) Hallo!,Das ist doch lange nicht entschicken.
lange_0036-0209,"""""""Und der Lange, rachne.""",Vielen Dank.,Lasste Lange.
lange_0050-0241,Doch nicht nicht.,"""Ah, Gefolter nicht.""",Doch auch langsam nicht.
lange_0038-0212,Das ist nicht noch lange dauert.,"""Das sind auch ein Orrup.""""""",Das ist noch lange dauert.
lange_0161-0350,(Applaus),Vielen Dank.,Vielen Dank.
lange_0172-0367,Wir haben sagen: Lange Zeit.,Das ist der Leute?,Wir haben sagen: Lare Zeit.
lange_0191-0391,All ich noch nicht nach der grangage.,Das sind noch ein anderen Ländern lang.,Das sind mich noch lange gar keine.
lange_0212-0422,Das haben da lange.,Das haben wir haben ja nach.,Das haben da lange.
lange_0221-0430,Noch lange nicht.,Wie laschen an diesen Gehirn.,Noch lange nicht.
